kind	text	url
image		https://www.putian.gov.cn/public/images/gh_logo.png
image		https://www.putian.gov.cn/images/pts_logo.png
image		https://www.putian.gov.cn/images/20201014-top-icon03.png
image		https://www.putian.gov.cn/images/20201014-banner.png
image		https://www.putian.gov.cn/images/20200907-dui-san.png
image		https://www.putian.gov.cn/zfxxgk/bmzfxxgk/pthyyyyj/images/20201014-xltp01.png
image		https://www.putian.gov.cn/zfxxgk/bmzfxxgk/pthyyyyj/images/20201014-xltp02.png
image		https://www.putian.gov.cn/zfxxgk/bmzfxxgk/pthyyyyj/images/20201014-xltp04.png
image		https://www.putian.gov.cn/zfxxgk/bmzfxxgk/pthyyyyj/images/20201014-xltp05.png
image		https://www.putian.gov.cn/images/20201014-ga.png
link	| 莆田市海洋与渔业局	https://www.putian.gov.cn/
link	政府信息 公开指南	https://www.putian.gov.cn/zfxxgk/bmzfxxgk/pthyyyyj/zfxxgk/zfxxgkzn/
link	政府信息 公开制度	https://www.putian.gov.cn/zfxxgk/bmzfxxgk/pthyyyyj/zfxxgk/zfxxgkzd/
link	政府信息 公开年报	https://www.putian.gov.cn/zfxxgk/bmzfxxgk/pthyyyyj/zfxxgk/zfxxgknb/
link	政府信息 公开申请	https://www.putian.gov.cn/zfxxgk/bmzfxxgk/pthyyyyj/zfxxgk/gksq/
link	行政规范性文件	https://www.putian.gov.cn/zfxxgk/bmzfxxgk/pthyyyyj/zfxxgk/xzgfxwj/
link	全部	https://www.putian.gov.cn/zfxxgk/bmzfxxgk/pthyyyyj/zfxxgk/fdzdgknr/
link	发展规划	https://www.putian.gov.cn/zfxxgk/bmzfxxgk/pthyyyyj/zfxxgk/fdzdgknr/fzgh/
link	组织机构设置	https://www.putian.gov.cn/zfxxgk/bmzfxxgk/pthyyyyj/zfxxgk/fdzdgknr/zzjgsz/
link	法律法规和资金下达	https://www.putian.gov.cn/zfxxgk/bmzfxxgk/pthyyyyj/zfxxgk/fdzdgknr/flfghgfxwj/
link	公共事件应急管理	https://www.putian.gov.cn/zfxxgk/bmzfxxgk/pthyyyyj/zfxxgk/fdzdgknr/ggsjyjgl/
link	监督检查情况	https://www.putian.gov.cn/zfxxgk/bmzfxxgk/pthyyyyj/zfxxgk/fdzdgknr/jdjcqk/
link	主动公开的其他信息	https://www.putian.gov.cn/zfxxgk/bmzfxxgk/pthyyyyj/zfxxgk/fdzdgknr/zdgkdqtxx/
link	规范性文件	https://www.putian.gov.cn/zfxxgk/bmzfxxgk/pthyyyyj/zfxxgk/fdzdgknr/gfxwj/
link	首页	https://www.putian.gov.cn/zfxxgk/bmzfxxgk/pthyyyyj/
link	政府信息公开	https://www.putian.gov.cn/zfxxgk/bmzfxxgk/pthyyyyj/zfxxgk/
attachment	PTFZJZB@163.COM	https://www.putian.gov.cn/GkmlFiles/4c31a8eda9406d4f40a75480bbcd2270.doc
attachment	2015年莆田市海上养殖渔排集中区防台责任人汇总表	https://www.putian.gov.cn/GkmlFiles/73d6d02a81429da5422103c5363ca180.doc
attachment	4个附件	https://www.putian.gov.cn/GkmlFiles/8f3259ce37c55fa575dbbf6e616490b9.doc
link	联系我们	https://www.putian.gov.cn/bzzx/lxwm/201406/t20140616_148567.htm
link	使用帮助	https://www.putian.gov.cn/bzzx/sybz/201510/t20151028_233166.htm
link	隐私保护	https://www.putian.gov.cn/bzzx/ysbh/
link	网站地图	https://www.putian.gov.cn/bzzx/wzdt/
